0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
3053,,"TULIA BAGH DRAIN AT
MATLAPALEM (V),
VEMULAVADA (M)",DRAIN,"ANDHRA
PRADESH",25,28,2.5,5.8,7.1,8.3,634,16660,3.0,10.6,0.73,,3.22,,9,43,150,2400,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,,"COLLING WATER BLOW
DOWNS FROM ANDHRA
SUGARS LTD., KOVVUR,
BEFORE JOINING RIVER
GODAVARI",DRAIN,"ANDHRA
PRADESH",18,31,4.1,8.5,7.6,8.3,199,474,1.8,9.2,0.32,,1.93,,3,14,39,210,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,,"N-CHOE (ATTAWA CHOE),
CHANDIGARH(EXIT POINT)",DRAIN,CHANDIGARH,16,30,0.3,13.4,7.2,7.7,315,761,2.7,28.0,0.40,,1.80,,170,93000,280,760000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,"PATIALA KI RAO,
CHANDIGARH(EXIT POINT)",DRAIN,CHANDIGARH,16,32,0.3,0.3,7.6,7.8,515,1184,40.0,306.0,0.40,,2.80,,700000,9400000,7000000,140000000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,,"SUKHNA CHOE,
CHANDIGARH(EXIT POINT)",DRAIN,CHANDIGARH,16,33,0.3,0.3,7.4,7.8,896,10008,90.0,282.0,0.40,,2.80,,1700000,22000000,4000000,170000000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,,"NAJAFGARH DRAIN AT
WAZIRABAD BEFORE CONF.
TO RIV.YAMUNA, DELHI",DRAIN,DELHI,-,-,-,-,7.3,7.5,-,-,65.0,75.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,,"BURARI DRAIN B/C WITH
NAZAFGARH DRAIN, DELHI",DRAIN,DELHI,-,-,-,-,7.1,7.4,-,-,50.0,68.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,,"CIVIL MILL DRAIN, DELHI",DRAIN,DELHI,-,-,-,-,7.0,7.9,-,-,50.0,68.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,,"POWER HOUSE DRAIN, DELHI",DRAIN,DELHI,-,-,-,-,7.2,7.6,-,-,48.0,75.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,"SEN NURSING HOME DRAIN,
DELHI",DRAIN,DELHI,-,-,-,-,7.1,7.4,-,-,55.0,90.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,,"BARAPULA DRAIN, DELHI",DRAIN,DELHI,-,-,-,-,7.3,7.6,-,-,50.0,73.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,,"SHAHDARA DRAIN, DELHI",DRAIN,DELHI,-,-,-,-,7.2,7.9,-,-,63.0,93.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,,"MAHARANI BAGH DRAIN,
DELHI",DRAIN,DELHI,-,-,-,-,6.9,7.8,-,-,45.0,73.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,,"SARITA VIHAR, DELHI",DRAIN,DELHI,-,-,-,-,7.5,7.5,-,-,56.0,62.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,,MAGZINE ROAD DRAIN,DRAIN,DELHI,-,-,-,-,6.7,6.7,-,-,70.0,70.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,,SWEEPER COLONY DRAIN,DRAIN,DELHI,-,-,-,-,7.3,7.7,-,-,48.0,78.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,,KHYBER PASS DRAIN,DRAIN,DELHI,-,-,-,-,7.2,7.4,-,-,44.0,50.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,,METCALF HOUSE DRAIN,DRAIN,DELHI,-,-,-,-,7.1,7.3,-,-,24.0,30.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,,ISBT + MORI GATE DRAIN,DRAIN,DELHI,-,-,-,-,7.0,7.4,-,-,52.0,68.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,,TONGA STAND DRAIN,DRAIN,DELHI,-,-,-,-,6.9,7.6,-,-,30.0,48.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,,SHASTRI PARK DRAIN,DRAIN,DELHI,-,-,-,-,7.1,7.5,-,-,53.0,90.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,"Dissolved O2
(mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,"Nitrate N +
Nitrite N
(mg/L)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,"Fecal
Streptococci
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,,KAILASH NAGAR DRAIN,DRAIN,DELHI,-,-,-,-,7.2,7.9,-,-,58.0,105.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,,DRAIN NO. 14,DRAIN,DELHI,-,-,-,-,7.0,7.6,-,-,16.0,36.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,,ABU FAZAL DRAIN,DRAIN,DELHI,-,-,-,-,6.9,7.7,-,-,52.0,72.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,,JAITPUR DRAIN,DRAIN,DELHI,-,-,-,-,7.3,7.6,-,-,40.0,66.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,,TUGHLAKABAD DRAIN,DRAIN,DELHI,-,-,-,-,7.3,7.8,-,-,11.0,102.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,,OLD AGRA CANAL AT OKHLA,DRAIN,DELHI,-,-,-,-,7.2,7.8,-,-,42.0,66.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,,"OLD AGRA CANAL NEAR
KALINDI KUNJ -SARITA VIHAR
PULL",DRAIN,DELHI,-,-,-,-,7.4,7.7,-,-,34.0,58.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,,MOLARBANDH DRAIN,DRAIN,DELHI,-,-,-,-,7.1,7.5,-,-,46.0,72.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,,SONIA VIHAR DRAIN,DRAIN,DELHI,-,-,-,-,6.9,7.6,-,-,73.0,100.0,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,,"RANIA DRAIN MEETING
DISCHARGE OF PHED STP, 6
MLD, RANIA, SIRSA",DRAIN,HARYANA,-,-,5.5,6.3,7.6,8.7,572,1920,6.0,30.0,-,,-,,520,80000,2100,130000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,,"SUKHANA NALLAH AT
PARWANOO NEAR KALKA
BARRIER, EXIT POINT OF H. P.",DRAIN,"HIMACHAL
PRADESH",7,18,4.5,7.7,7.0,8.3,253,1392,1.0,60.0,3.10,,11.57,,2,1600,25,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,,"SALANI NALLAH NEAR
BRIDGE, NH-7, MOGINAND
KALA AMB",DRAIN,"HIMACHAL
PRADESH",15,25,6.5,8.8,7.2,8.1,323,588,1.3,2.8,0.32,,1.50,,33,280,220,920,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,,"RAMPUR JATTAN MOGINAND
NALA BEFORE CONFLUENCE
TO RIVER MARKANDA NEAR
RADHA SWAMI SATSANG
BHAWAN",DRAIN,"HIMACHAL
PRADESH",17,27,5.5,6.6,7.3,8.3,358,5047,1.6,25.0,0.32,,2.82,,7,14700,280,162000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,,"ROON NALLAH NEAR
MEERPUR KOTLA,
GURUDWARA",DRAIN,"HIMACHAL
PRADESH",20,27,6.4,8.6,7.3,8.3,289,665,1.1,2.7,0.32,,1.77,,21,170,94,540,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,,"SARVARI NALLAH BEFORE
CONFLUENCE TO RIVER BEAS",DRAIN,"HIMACHAL
PRADESH",4,13,8.1,8.7,7.1,8.4,115,170,1.0,1.0,0.32,,1.72,,31,79,210,280,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,,"BARAGRAM NALLAH BEFORE
CONFLUENCE TO RIVER BEAS",DRAIN,"HIMACHAL
PRADESH",2,11,7.8,10.1,7.4,8.5,53,284,1.0,1.0,0.32,,1.54,,33,79,170,280,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,,"SURAJMUKHI NALLAH U/S
WSS GALAYANA D/S OF
SHOOLINI UNIVERSITY",DRAIN,"HIMACHAL
PRADESH",8,18,6.8,7.8,7.4,8.4,473,995,1.0,2.8,3.24,,12.44,,2,17,21,120,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,,"BHATIAN NALLAH U/S
BHATIAN VILLAGE, NEAR TVS
INDUSTRY, NALAGARH",DRAIN,"HIMACHAL
PRADESH",12,30,2.0,4.2,7.4,8.3,1062,4330,1.0,45.0,0.34,,10.23,,2,340,25,1840,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,,"BHATIAN NALLAH D/S SARA
TEXTILE, NALAGARH",DRAIN,"HIMACHAL
PRADESH",12,40,2.0,4.5,7.2,8.3,833,5550,1.0,33.0,0.35,,11.35,,2,920,21,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,,"TAALO NALA (FROM NAHAR
TOWN) AT KHADDAR KA
BAGH B/C TO RIVER
MARKANDA",DRAIN,"HIMACHAL
PRADESH",17,24,5.9,8.6,7.3,8.3,267,837,1.0,2.8,0.32,,6.14,,25,350,130,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,"Dissolved O2
(mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,"Nitrate N +
Nitrite N
(mg/L)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,"Fecal
Streptococci
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,,"SAHU NALLAH U/S BHURI
SINGH SHEP",DRAIN,"HIMACHAL
PRADESH",11,16,7.9,9.9,7.0,8.1,168,360,1.0,1.0,0.30,,1.18,,2,22,21,220,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,,"SAHU NALLAH D/S BHURI
SINGH SHEP",DRAIN,"HIMACHAL
PRADESH",11,17,7.8,9.8,6.8,8.2,177,377,1.0,1.0,0.30,,2.30,,2,33,22,280,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,,"KUNNI PUL, VILL SAMAHU,
PO KUNIHAR, TEHSIL ARKI",DRAIN,"HIMACHAL
PRADESH",9,16,7.3,8.6,7.5,8.5,132,572,1.0,1.8,0.32,,6.22,,2,21,21,58,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,,"RAW WATER FOR LWSS OF
CHURAT NALLAH",DRAIN,"HIMACHAL
PRADESH",6,15,7.1,8.9,7.5,8.4,102,1904,1.0,1.0,0.32,,1.55,,2,170,2,1600,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,,"RAW WATER FOR LWSS OF
JAGROTI NALLAH",DRAIN,"HIMACHAL
PRADESH",6,16,7.2,8.8,7.8,8.4,111,1447,1.0,1.0,0.32,,1.27,,2,220,2,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,,"LIFT NALLAH BEFORE
CONFLUENCE TO ASHWANI
KHAD NEAR DOGRHA BRIDGE",DRAIN,"HIMACHAL
PRADESH",6,25,5.8,7.8,7.4,8.1,279,3014,1.1,58.8,1.36,,12.76,,11,920,39,1600,4,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,,"JARANGLA NALLAH U/S
WATER SUPPLY SCHEME",DRAIN,"HIMACHAL
PRADESH",8,18,8.2,9.7,7.1,8.2,115,244,1.0,1.0,0.30,,2.14,,2,26,17,350,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,,"KLUIN NALLAH U/S WATER
SUPPLY SCHEME",DRAIN,"HIMACHAL
PRADESH",9,16,8.4,10.5,7.1,8.2,212,351,1.0,1.0,0.30,,1.16,,2,33,14,280,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,,"SAINJ NALLAH (U/S SAINJ
WATER SUPPLY SCHEME AT
DARGI)",DRAIN,"HIMACHAL
PRADESH",7,19,6.5,8.9,7.6,8.5,99,2265,1.0,1.0,0.32,,2.42,,2,220,2,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,,"DHANESHAR NALLAH (U/S
SAINJ WATER SUPPLY
SCHEME) NEAR GYASI MATA
MANDIR",DRAIN,"HIMACHAL
PRADESH",6,19,6.4,8.8,7.5,8.5,102,2409,1.0,1.0,0.32,,2.90,,2,280,2,1600,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,,"ALHI KHAD NEAR INTAKE WSS
AT VILL. NOG",DRAIN,"HIMACHAL
PRADESH",12,25,8.4,9.4,8.0,8.3,245,490,1.0,1.0,0.47,,3.05,,33,84,150,280,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,,"JARANGLA NALLAH D/S
WATER SUPPLY SCHEME",DRAIN,"HIMACHAL
PRADESH",8,18,8.4,9.7,7.1,8.3,130,1167,1.0,1.0,0.30,,2.10,,2,58,21,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,,"HALOG NALLAH NEAR HALOG
WATER SUPPLY SCHEME",DRAIN,"HIMACHAL
PRADESH",7,14,9.3,9.7,7.5,8.5,101,1413,1.0,1.0,0.32,,1.79,,4,26,27,350,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,,"MACHADA NALLAH,
MAJHOUTI WATER SUPPLY
SCHEME NEAR NIRATH",DRAIN,"HIMACHAL
PRADESH",8,14,9.4,9.7,7.5,8.5,106,1431,1.0,1.0,0.32,,1.71,,2,26,2,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,,"MANALSU NALLAH NEAR
WATER SUPPLY SCHEME FOR
MANALI TOWN",DRAIN,"HIMACHAL
PRADESH",1,8,8.2,10.2,7.0,8.2,35,277,1.0,1.0,0.32,,1.37,,23,84,150,280,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,,"KHALADA NALLAH NEAR
WATER SUPPLY SCHEME FOR
KULLU TOWN",DRAIN,"HIMACHAL
PRADESH",3,12,8.2,9.1,7.5,8.4,110,2183,1.0,1.0,0.32,,2.58,,11,84,170,350,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,"Dissolved O2
(mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,"Nitrate N +
Nitrite N
(mg/L)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,"Fecal
Streptococci
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,,"SURAJMUKHI NALLAH D/S
STP AT U/S OF SHOOLINI
UNIVERSITY SAMTI SOLAN",DRAIN,"HIMACHAL
PRADESH",8,17,6.8,8.9,7.3,8.5,468,5770,1.0,14.5,3.19,,12.17,,2,110,25,540,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,,"HATHLI NALLAH LIFT WATER
SUPPLY SCHEME FOR
MUNICIPAL COUNCIL
HAMIRPUR",DRAIN,"HIMACHAL
PRADESH",10,30,7.2,8.8,7.1,8.2,238,441,1.0,1.0,0.30,,6.30,,2,4,13,50,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,,"LIFT WATER SUPPLY SCHEME
(PANJARAR) AND BHOTA
ROPARI & UJHAN",DRAIN,"HIMACHAL
PRADESH",10,31,7.0,8.6,7.0,8.2,245,356,1.0,1.0,0.30,,2.12,,2,11,13,170,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,,"HURLA NALLA D/S HURLA
BRIDGE, VPO HURLA, TEHSIL
BHUNTER, DIS. KULLU",DRAIN,"HIMACHAL
PRADESH",4,15,6.4,8.2,7.7,8.4,71,152,1.0,1.0,0.32,,1.32,,58,94,280,430,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,,"KALAM NALLA D/S OF MSW
PROCESSING SITE AT
CHOWRI, DIST. CHAMBA",DRAIN,"HIMACHAL
PRADESH",10,20,8.5,9.0,7.1,8.0,99,248,1.0,1.0,0.30,,2.25,,2,7,25,1600,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,,"BAJU NALLAH AT KHOKHYAL
NEAR BARAGE, CONFLUENCE
POINT OF SAHAR-KHAD AND
KATHUA CITY NALLAHS",DRAIN,"JAMMU &
KASHMIR",20,24,5.4,6.8,8.1,8.5,192,216,2.1,2.2,-,,-,,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,,"NELLIKUNNU BRIDGE AT
NELLIKUNNU, KASARAGOD",DRAIN,KERALA,-,-,2.1,7.7,6.1,7.7,5,5,1.0,2.9,-,,-,,48,810,152,152,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,,"CHIKHALI NALA MEETS
GODAVARI RIVER, VILLAGE-
CHIKHALI, TALUKA- NASHIK,
DISTRICT- NASHIK.",DRAIN,MAHARASHTRA,17,27,1.1,5.5,7.3,8.0,654,1009,3.8,16.0,0.30,,3.70,,6,17,58,170,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,,"RABODI NALA, VILLAGE-
RABODI,TALUKA- THANE,
DISTRICT- THANE.",DRAIN,MAHARASHTRA,26,34,0.3,4.0,6.9,7.4,222,5426,8.0,160.0,0.30,,12.40,,170,1600,540,3500,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,,"COLOUR CHEM NALA,
VILLAGE-
MAJIWADA,TALUKA- THANE,
DISTRICT- THANE.",DRAIN,MAHARASHTRA,26,34,0.3,6.0,7.1,7.5,284,8716,5.0,75.0,0.30,,20.85,,540,1600,540,1700,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,,"SANDOZ NALA, VILLAGE-
SANDOZBAUG,TALUKA-
THANE, DISTRICT- THANE.",DRAIN,MAHARASHTRA,21,34,0.3,4.9,7.1,7.5,517,9857,6.0,90.0,0.30,,13.02,,110,1600,540,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,,"BPT, NAVAPUR, VILLAGE-
NAVAPUR, TALUKA-
PALGHAR, DISTRICT-
PALGHAR.",DRAIN,MAHARASHTRA,26,27,0.3,0.3,6.2,7.8,5690,51530,78.0,3750.0,0.86,,71.90,,13,920,70,1600,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,,"TARAPUR MIDC NALA ( NEAR
SUMP 1), VILLAGE- MIDC
TARAPUR, TALUKA-
PALGHAR, DISTRICT-
PALGHAR.",DRAIN,MAHARASHTRA,26,26,0.3,0.3,6.8,7.7,4624,6126,230.0,450.0,7.10,,7.22,,33,70,170,350,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,Monitoring Location,"Type
Water
Body",State Name,"Temperature
(°C)",,"Dissolved O2
(mg/L)",,pH,,"Conductivity
(µmhos/cm)",,"BOD
(mg/L)",,,"Nitrate N +
Nitrite N
(mg/L)",,,"Fecal Coliform
(MPN/100ml)",,"Total Coliform
(MPN/100ml)",,,"Fecal
Streptococci
(MPN/100ml)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,Min Max,,,,Min Max,,Min Max,,Min Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,,"TARAPUR MIDC NALA ( NEAR
SUMP 2), VILLAGE- MIDC
TARAPUR, TALUKA-
PALGHAR, DISTRICT-
PALGHAR.",DRAIN,MAHARASHTRA,26,26,0.3,0.3,6.9,6.9,2588,5622,165.0,230.0,3.80,,6.92,,13,34,79,220,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,,"TARAPUR MIDC NALA ( NEAR
SUMP 3), VILLAGE- MIDC
TARAPUR, TALUKA-
PALGHAR, DISTRICT-
PALGHAR.",DRAIN,MAHARASHTRA,26,26,0.3,0.3,2.0,7.1,2561,18120,170.0,210.0,4.29,,4.71,,22,23,210,220,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,,"NALA AT D/S OF AKLAI
MANDIR, VILLAGE- AKLAI,
TALUKA- MALSHIRAS,
DISTRICT- SOLAPUR.",DRAIN,MAHARASHTRA,26,30,4.1,5.7,8.1,8.6,755,1960,5.4,20.5,1.61,,4.86,,15,80,225,1800,8,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,,"PIMPAL-PANERI NALA AT
RATNAGIRI NEAR FINOLEX
INDUSTRIES, VILLAGE-
YAHGANIGAON, TALUKA-
RATNAGIRI, DISTRICT-
RATNAGIRI.",DRAIN,MAHARASHTRA,21,30,5.8,7.2,5.7,7.6,263,4876,1.6,2.4,0.30,,2.40,,6,6,17,33,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,,"GURADIH NALLAH AT
PANPOSH",DRAIN,ODISHA,22,30,1.6,6.8,6.9,8.2,310,606,4.2,8.3,1.15,,13.18,,7900,92000,24000,160000,13,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,,"GANDA NALLAH AT
MARTHAPUR",DRAIN,ODISHA,21,24,7.2,7.8,6.9,7.8,160,1054,1.0,1.7,0.32,,19.25,,45,1100,220,2800,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,,KUNDRA NALLAH AT JODA,DRAIN,ODISHA,20,30,4.8,7.2,6.9,7.7,94,147,1.1,1.5,0.42,,1.62,,45,1300,230,3500,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,,"DHANAULA DRAIN FALLING
INTO LASSARA DRAIN NEAR
VILL. DHUNAS, PUNJAB",DRAIN,PUNJAB,11,28,0.3,0.3,7.1,8.2,3521,4738,19.0,124.0,3.20,,6.30,,110000,170000,280000,430000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,,"HUDIARA DRAIN AT VILL.
DHAHUKE (WHERE IT ENTERS
PAKISTAN), PUNJAB",DRAIN,PUNJAB,15,33,0.3,0.3,7.2,8.4,1120,1583,54.0,130.0,4.00,,9.10,,110000,330000,430000,700000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,,"OUTLET OF NADIALA DRAIN
INTO DHAKANSU NALLAH,
PUNJAB",DRAIN,PUNJAB,11,33,0.3,1.9,7.0,7.8,842,1252,24.0,58.0,2.00,,4.20,,21000,70000,110000,210000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,,"TALLEWAL DRAIN AT BRIDGE
JALWALAN - LOHGARH LINK
ROAD",DRAIN,PUNJAB,10,32,0.3,1.9,7.0,8.0,1315,2515,27.0,74.0,2.00,,4.00,,32000,120000,120000,350000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,,"BRIDGE ON TUNG DHAB
DRAIN, FATENGARH
CHURIAN ROAD, AMRITSAR",DRAIN,PUNJAB,15,33,0.3,0.3,6.7,8.2,1549,2700,145.0,258.0,6.00,,13.00,,170000,460000,630000,1100000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,,"POINT SOURSE BUDHA
NALLAH, PUNJAB",DRAIN,PUNJAB,12,32,0.3,0.3,7.1,7.5,1107,2080,80.0,210.0,3.10,,5.70,,2200000,5400000,4900000,9400000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,,"SAGARPARA DRAIN AT VILL
SAGRA DIST, PATIALA",DRAIN,PUNJAB,13,36,0.3,1.8,7.0,8.0,629,1035,15.0,29.0,1.20,,2.40,,6100,11000,35000,120000,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
